observation_date,Consumer Price Index Appliances,Consumer Price Index All Urban Consumers,Consumer Price Index Education,Consumer Price Index Fabric,Consumer Price Index Housing,Consumer Price Index Medical,Consumer Price Index Other Goods and Services,Consumer Price Index Recreation,Consumer Price Index Transportation,Mean Family Income US,Mean Family Income Midwest,Mean Family Income Northeast,Mean Family Income South,Mean Family Income West,Mean Personal Income US,Mean Personal Income Midwest,Mean Personal Income Northeast,Mean Personal Income South,Mean Personal Income West,Average Sale Price Midwest,Average Sale Price Northeast,Average Sale Price South,Average Sale Price US,Average Sale Price West
2011-08-01,123.55,226.11,131.75,229.58,219.8,401.39,386.87,113.55,214.65,82077.5,81323.33,91850.0,75921.67,85631.67,40185.0,38919.17,43164.17,38489.17,41739.17,236333.33,390333.33,243700.0,261900.0,295866.67
2011-09-01,123.24,226.6,131.93,230.56,220.15,402.2,388.32,113.45,215.46,82230.0,81696.67,92010.0,75883.33,85883.33,40260.0,39063.33,43253.33,38493.33,41853.33,242266.67,385966.67,239900.0,260800.0,297033.33
2011-10-01,123.78,226.75,132.24,230.78,220.45,404.07,389.02,113.39,214.68,82382.5,82070.0,92170.0,75845.0,86135.0,40335.0,39207.5,43342.5,38497.5,41967.5,248200.0,381600.0,236100.0,259700.0,298200.0
2011-11-01,124.76,227.17,132.45,230.98,220.68,405.75,390.81,113.5,215.15,82535.0,82443.33,92330.0,75806.67,86386.67,40410.0,39351.67,43431.67,38501.67,42081.67,250233.33,378666.67,242266.67,265800.0,305133.33
2011-12-01,124.86,227.22,132.65,231.39,220.97,407.23,391.07,113.9,213.78,82687.5,82816.67,92490.0,75768.33,86638.33,40485.0,39495.83,43520.83,38505.83,42195.83,252266.67,375733.33,248433.33,271900.0,312066.67
2012-01-01,125.4,227.84,133.06,232.13,221.1,408.39,391.46,114.49,215.38,82840.0,83190.0,92650.0,75730.0,86890.0,40560.0,39640.0,43610.0,38510.0,42310.0,254300.0,372800.0,254600.0,278000.0,319000.0
2012-02-01,125.08,228.33,133.18,232.1,221.3,408.89,391.22,114.3,217.69,83242.5,83628.33,93172.5,76055.0,87314.17,40712.5,39803.33,43816.67,38617.5,42481.67,256533.33,385800.0,254066.67,279566.67,317133.33
2012-03-01,125.85,228.81,133.29,232.5,221.58,410.26,392.11,114.52,218.46,83645.0,84066.67,93695.0,76380.0,87738.33,40865.0,39966.67,44023.33,38725.0,42653.33,258766.67,398800.0,253533.33,281133.33,315266.67
2012-04-01,126.43,229.19,133.47,232.93,221.99,411.48,393.18,114.4,218.62,84047.5,84505.0,94217.5,76705.0,88162.5,41017.5,40130.0,44230.0,38832.5,42825.0,261000.0,411800.0,253000.0,282700.0,313400.0
2012-05-01,126.66,228.71,133.85,233.13,222.07,412.86,393.56,114.39,215.03,84450.0,84943.33,94740.0,77030.0,88586.67,41170.0,40293.33,44436.67,38940.0,42996.67,264566.67,417366.67,258466.67,286633.33,313566.67
2012-06-01,126.25,228.52,133.96,233.62,222.32,415.29,394.37,114.78,212.22,84852.5,85381.67,95262.5,77355.0,89010.83,41322.5,40456.67,44643.33,39047.5,43168.33,268133.33,422933.33,263933.33,290566.67,313733.33
2012-07-01,125.94,228.59,133.95,233.75,222.51,417.0,395.11,114.66,211.79,85255.0,85820.0,95785.0,77680.0,89435.0,41475.0,40620.0,44850.0,39155.0,43340.0,271700.0,428500.0,269400.0,294500.0,313900.0
2012-08-01,125.33,229.92,133.81,234.11,223.03,417.56,395.84,114.83,217.57,85657.5,86258.33,96307.5,78005.0,89859.17,41627.5,40783.33,45056.67,39262.5,43511.67,267466.67,438166.67,271533.33,295566.67,317900.0
2012-09-01,126.39,231.02,134.06,234.29,223.46,418.45,396.0,115.01,221.57,86060.0,86696.67,96830.0,78330.0,90283.33,41780.0,40946.67,45263.33,39370.0,43683.33,263233.33,447833.33,273666.67,296633.33,321900.0
2012-10-01,127.29,231.64,134.32,234.69,223.95,419.07,396.37,114.96,222.91,86462.5,87135.0,97352.5,78655.0,90707.5,41932.5,41110.0,45470.0,39477.5,43855.0,259000.0,457500.0,275800.0,297700.0,325900.0
2012-11-01,127.19,231.25,134.49,235.1,224.5,419.51,396.77,115.16,218.83,86865.0,87573.33,97875.0,78980.0,91131.67,42085.0,41273.33,45676.67,39585.0,44026.67,262766.67,465733.33,274900.0,300933.33,331566.67
2012-12-01,127.29,231.22,134.69,235.52,224.76,420.32,396.87,114.97,217.52,87267.5,88011.67,98397.5,79305.0,91555.83,42237.5,41436.67,45883.33,39692.5,44198.33,266533.33,473966.67,274000.0,304166.67,337233.33
2013-01-01,128.08,231.68,135.18,235.86,225.11,421.11,397.19,115.08,218.09,87670.0,88450.0,98920.0,79630.0,91980.0,42390.0,41600.0,46090.0,39800.0,44370.0,270300.0,482200.0,273100.0,307400.0,342900.0
2013-02-01,128.13,232.94,135.5,235.9,225.58,421.6,398.29,115.28,223.27,87761.67,88365.0,99010.0,79916.67,91893.33,42423.33,41588.33,46090.83,39931.67,44311.67,276733.33,481766.67,280433.33,311733.33,346933.33
2013-03-01,126.97,232.28,135.67,236.13,225.77,423.09,399.46,115.19,218.98,87853.33,88280.0,99100.0,80203.33,91806.67,42456.67,41576.67,46091.67,40063.33,44253.33,283166.67,481333.33,287766.67,316066.67,350966.67
2013-04-01,126.9,231.8,135.41,236.57,226.3,423.02,400.66,115.06,214.9,87945.0,88195.0,99190.0,80490.0,91720.0,42490.0,41565.0,46092.5,40195.0,44195.0,289600.0,480900.0,295100.0,320400.0,355000.0
2013-05-01,126.92,231.89,135.56,236.39,226.95,422.32,400.59,115.27,214.01,88036.67,88110.0,99280.0,80776.67,91633.33,42523.33,41553.33,46093.33,40326.67,44136.67,294966.67,466000.0,294266.67,321733.33,360733.33
2013-06-01,127.0,232.44,135.57,236.91,227.32,424.29,400.58,115.12,215.38,88128.33,88025.0,99370.0,81063.33,91546.67,42556.67,41541.67,46094.17,40458.33,44078.33,300333.33,451100.0,293433.33,323066.67,366466.67
2013-07-01,127.64,232.9,135.74,237.13,227.58,425.01,401.05,115.12,216.56,88220.0,87940.0,99460.0,81350.0,91460.0,42590.0,41530.0,46095.0,40590.0,44020.0,305700.0,436200.0,292600.0,324400.0,372200.0
2013-08-01,127.41,233.46,135.95,237.41,227.91,427.17,402.09,115.27,217.9,88311.67,87855.0,99550.0,81636.67,91373.33,42623.33,41518.33,46095.83,40721.67,43961.67,309766.67,456200.0,292433.33,327733.33,385866.67
2013-09-01,127.28,233.54,136.2,237.46,228.35,428.29,402.46,115.3,216.9,88403.33,87770.0,99640.0,81923.33,91286.67,42656.67,41506.67,46096.67,40853.33,43903.33,313833.33,476200.0,292266.67,331066.67,399533.33
2013-10-01,126.99,233.67,136.42,237.69,228.58,428.59,402.59,115.42,216.68,88495.0,87685.0,99730.0,82210.0,91200.0,42690.0,41495.0,46097.5,40985.0,43845.0,317900.0,496200.0,292100.0,334400.0,413200.0
2013-11-01,127.33,234.1,136.58,237.9,229.12,428.48,403.18,115.74,217.17,88586.67,87600.0,99820.0,82496.67,91113.33,42723.33,41483.33,46098.33,41116.67,43786.67,311600.0,483533.33,293766.67,333400.0,409066.67
2013-12-01,128.58,234.72,136.84,238.13,229.62,428.62,403.9,115.39,218.72,88678.33,87515.0,99910.0,82783.33,91026.67,42756.67,41471.67,46099.17,41248.33,43728.33,305300.0,470866.67,295433.33,332400.0,404933.33
2014-01-01,127.88,235.29,137.0,238.42,230.52,429.99,404.82,115.52,219.29,88770.0,87430.0,100000.0,83070.0,90940.0,42790.0,41460.0,46100.0,41380.0,43670.0,299000.0,458200.0,297100.0,331400.0,400800.0
2014-02-01,127.28,235.55,137.03,239.25,231.08,431.14,405.94,115.54,218.52,89095.0,87833.33,100325.0,83327.5,91310.83,42933.33,41587.5,46263.33,41495.0,43860.0,301233.33,463400.0,301466.67,334466.67,397600.0
2014-03-01,127.44,236.03,137.16,240.24,232.12,432.21,406.9,115.51,217.49,89420.0,88236.67,100650.0,83585.0,91681.67,43076.67,41715.0,46426.67,41610.0,44050.0,303466.67,468600.0,305833.33,337533.33,394400.0
2014-04-01,127.48,236.47,137.38,241.0,232.01,433.26,407.4,115.71,218.99,89745.0,88640.0,100975.0,83842.5,92052.5,43220.0,41842.5,46590.0,41725.0,44240.0,305700.0,473800.0,310200.0,340600.0,391200.0
2014-05-01,127.77,236.92,137.53,242.11,232.78,434.26,407.69,115.72,218.31,90070.0,89043.33,101300.0,84100.0,92423.33,43363.33,41970.0,46753.33,41840.0,44430.0,307000.0,518166.67,305833.33,340533.33,391866.67
2014-06-01,127.98,237.23,137.66,242.34,233.12,435.19,408.04,115.73,218.65,90395.0,89446.67,101625.0,84357.5,92794.17,43506.67,42097.5,46916.67,41955.0,44620.0,308300.0,562533.33,301466.67,340466.67,392533.33
2014-07-01,127.94,237.5,137.89,242.88,233.7,435.86,408.14,115.59,218.13,90720.0,89850.0,101950.0,84615.0,93165.0,43650.0,42225.0,47080.0,42070.0,44810.0,309600.0,606900.0,297100.0,340400.0,393200.0
2014-08-01,127.36,237.46,138.07,243.5,233.93,436.04,408.62,115.27,217.07,91045.0,90253.33,102275.0,84872.5,93535.83,43793.33,42352.5,47243.33,42185.0,45000.0,310533.33,606266.67,308900.0,350066.67,402333.33
2014-09-01,127.81,237.48,138.04,244.15,234.23,437.09,409.0,115.42,215.41,91370.0,90656.67,102600.0,85130.0,93906.67,43936.67,42480.0,47406.67,42300.0,45190.0,311466.67,605633.33,320700.0,359733.33,411466.67
2014-10-01,127.76,237.43,137.61,244.5,234.66,437.76,410.23,115.66,213.73,91695.0,91060.0,102925.0,85387.5,94277.5,44080.0,42607.5,47570.0,42415.0,45380.0,312400.0,605000.0,332500.0,369400.0,420600.0
2014-11-01,127.25,236.98,137.44,245.11,235.0,439.41,409.94,115.44,210.03,92020.0,91463.33,103250.0,85645.0,94648.33,44223.33,42735.0,47733.33,42530.0,45570.0,315000.0,610466.67,324666.67,362266.67,416633.33
2014-12-01,126.64,236.25,137.36,245.84,235.42,441.46,410.44,115.43,204.12,92345.0,91866.67,103575.0,85902.5,95019.17,44366.67,42862.5,47896.67,42645.0,45760.0,317600.0,615933.33,316833.33,355133.33,412666.67
2015-01-01,126.13,234.75,137.61,245.76,235.74,441.35,412.31,115.53,194.85,92670.0,92270.0,103900.0,86160.0,95390.0,44510.0,42990.0,48060.0,42760.0,45950.0,320200.0,621400.0,309000.0,348000.0,408700.0
2015-02-01,125.96,235.34,137.54,246.06,236.2,441.1,411.88,115.47,197.09,93060.83,92565.83,104425.0,86489.17,95882.5,44680.0,43140.83,48269.17,42893.33,46166.67,321900.0,575933.33,308100.0,345233.33,402833.33
2015-03-01,126.63,235.98,137.64,245.68,236.6,442.94,412.54,115.55,199.12,93451.67,92861.67,104950.0,86818.33,96375.0,44850.0,43291.67,48478.33,43026.67,46383.33,323600.0,530466.67,307200.0,342466.67,396966.67
2015-04-01,126.39,236.22,137.82,245.62,237.09,445.82,412.55,115.66,198.64,93842.5,93157.5,105475.0,87147.5,96867.5,45020.0,43442.5,48687.5,43160.0,46600.0,325300.0,485000.0,306300.0,339700.0,391100.0
2015-05-01,125.83,237.0,137.69,245.89,237.21,446.74,413.29,115.93,202.28,94233.33,93453.33,106000.0,87476.67,97360.0,45190.0,43593.33,48896.67,43293.33,46816.67,317533.33,498900.0,308266.67,342266.67,397266.67
2015-06-01,125.51,237.66,137.79,246.51,237.8,446.33,415.0,116.11,203.86,94624.17,93749.17,106525.0,87805.83,97852.5,45360.0,43744.17,49105.83,43426.67,47033.33,309766.67,512800.0,310233.33,344833.33,403433.33
2015-07-01,125.69,238.03,138.0,246.73,238.33,446.95,415.09,116.13,204.17,95015.0,94045.0,107050.0,88135.0,98345.0,45530.0,43895.0,49315.0,43560.0,47250.0,302000.0,526700.0,312200.0,347400.0,409600.0
2015-08-01,126.17,238.03,138.24,247.3,238.7,446.61,415.36,116.07,202.61,95405.83,94340.83,107575.0,88464.17,98837.5,45700.0,44045.83,49524.17,43693.33,47466.67,305866.67,564900.0,316200.0,353833.33,415466.67
2015-09-01,126.01,237.5,138.68,247.98,239.24,447.65,416.34,116.16,197.16,95796.67,94636.67,108100.0,88793.33,99330.0,45870.0,44196.67,49733.33,43826.67,47683.33,309733.33,603100.0,320200.0,360266.67,421333.33
2015-10-01,125.32,237.73,138.93,248.29,239.59,450.68,417.9,116.39,196.44,96187.5,94932.5,108625.0,89122.5,99822.5,46040.0,44347.5,49942.5,43960.0,47900.0,313600.0,641300.0,324200.0,366700.0,427200.0
2015-11-01,125.72,238.02,139.24,248.08,240.0,452.22,418.42,116.15,196.64,96578.33,95228.33,109150.0,89451.67,100315.0,46210.0,44498.33,50151.67,44093.33,48116.67,310333.33,585500.0,326233.33,363466.67,422966.67
2015-12-01,126.04,237.76,139.27,247.76,240.22,452.73,418.1,116.16,194.73,96969.17,95524.17,109675.0,89780.83,100807.5,46380.0,44649.17,50360.83,44226.67,48333.33,307066.67,529700.0,328266.67,360233.33,418733.33
2016-01-01,125.0,237.65,139.44,247.97,240.67,454.19,419.07,116.24,192.65,97360.0,95820.0,110200.0,90110.0,101300.0,46550.0,44800.0,50570.0,44360.0,48550.0,303800.0,473900.0,330300.0,357000.0,414500.0
2016-02-01,125.9,237.34,139.21,248.24,241.12,456.92,419.63,116.48,188.78,97846.67,96385.0,110841.67,90453.33,101850.0,46753.33,45043.33,50846.67,44501.67,48755.83,301366.67,496366.67,325000.0,357300.0,422866.67
2016-03-01,125.84,238.08,139.39,247.7,241.59,457.72,420.63,116.74,191.58,98333.33,96950.0,111483.33,90796.67,102400.0,46956.67,45286.67,51123.33,44643.33,48961.67,298933.33,518833.33,319700.0,357600.0,431233.33
2016-04-01,125.78,238.99,139.45,247.91,242.07,459.24,420.98,117.21,194.49,98820.0,97515.0,112125.0,91140.0,102950.0,47160.0,45530.0,51400.0,44785.0,49167.5,296500.0,541300.0,314400.0,357900.0,439600.0
2016-05-01,126.71,239.56,139.26,247.58,242.83,460.49,421.88,117.28,195.47,99306.67,98080.0,112766.67,91483.33,103500.0,47363.33,45773.33,51676.67,44926.67,49373.33,301833.33,566033.33,314833.33,358200.0,438766.67
2016-06-01,126.28,240.22,139.2,247.42,243.52,462.09,422.92,117.4,197.24,99793.33,98645.0,113408.33,91826.67,104050.0,47566.67,46016.67,51953.33,45068.33,49579.17,307166.67,590766.67,315266.67,358500.0,437933.33
2016-07-01,125.88,240.1,139.16,247.41,244.22,464.44,423.44,117.3,194.65,100280.0,99210.0,114050.0,92170.0,104600.0,47770.0,46260.0,52230.0,45210.0,49785.0,312500.0,615500.0,315700.0,358800.0,437100.0
2016-08-01,126.15,240.54,139.28,247.48,244.91,469.02,424.1,117.19,194.2,100766.67,99775.0,114691.67,92513.33,105150.0,47973.33,46503.33,52506.67,45351.67,49990.83,320066.67,576000.0,318866.67,360833.33,437566.67
2016-09-01,125.91,241.18,138.82,247.53,245.76,469.82,425.49,117.09,195.76,101253.33,100340.0,115333.33,92856.67,105700.0,48176.67,46746.67,52783.33,45493.33,50196.67,327633.33,536500.0,322033.33,362866.67,438033.33
2016-10-01,126.52,241.74,138.63,247.6,246.48,469.75,425.52,116.92,197.15,101740.0,100905.0,115975.0,93200.0,106250.0,48380.0,46990.0,53060.0,45635.0,50402.5,335200.0,497000.0,325200.0,364900.0,438500.0
2016-11-01,126.6,242.03,138.81,247.52,246.98,469.91,426.04,116.98,197.33,102226.67,101470.0,116616.67,93543.33,106800.0,48583.33,47233.33,53336.67,45776.67,50608.33,333200.0,546600.0,325866.67,368200.0,437233.33
2016-12-01,126.18,242.64,138.94,247.53,247.54,470.54,427.16,116.96,199.15,102713.33,102035.0,117258.33,93886.67,107350.0,48786.67,47476.67,53613.33,45918.33,50814.17,331200.0,596200.0,326533.33,371500.0,435966.67
2017-01-01,126.04,243.62,139.02,247.9,248.16,471.48,427.62,117.51,202.08,103200.0,102600.0,117900.0,94230.0,107900.0,48990.0,47720.0,53890.0,46060.0,51020.0,329200.0,645800.0,327200.0,374800.0,434700.0
2017-02-01,126.06,244.01,138.78,248.51,248.81,473.14,427.99,118.18,201.57,103433.33,102866.67,118316.67,94356.67,108191.67,49108.33,47802.5,54040.0,46187.5,51142.5,326900.0,625033.33,330166.67,375500.0,434033.33
2017-03-01,126.4,243.89,136.39,249.02,249.1,473.68,428.34,118.23,201.16,103666.67,103133.33,118733.33,94483.33,108483.33,49226.67,47885.0,54190.0,46315.0,51265.0,324600.0,604266.67,333133.33,376200.0,433366.67
2017-04-01,126.3,244.19,136.02,249.38,249.8,473.01,432.18,118.39,200.9,103900.0,103400.0,119150.0,94610.0,108775.0,49345.0,47967.5,54340.0,46442.5,51387.5,322300.0,583500.0,336100.0,376900.0,432700.0
2017-05-01,125.65,244.0,135.89,249.71,250.41,472.98,431.91,118.39,198.62,104133.33,103666.67,119566.67,94736.67,109066.67,49463.33,48050.0,54490.0,46570.0,51510.0,320366.67,567733.33,335400.0,375666.67,438933.33
2017-06-01,125.51,244.16,135.83,249.52,250.93,474.49,433.12,118.4,198.06,104366.67,103933.33,119983.33,94863.33,109358.33,49581.67,48132.5,54640.0,46697.5,51632.5,318433.33,551966.67,334700.0,374433.33,445166.67
2017-07-01,125.37,244.24,135.69,249.94,251.21,476.28,434.03,118.85,196.9,104600.0,104200.0,120400.0,94990.0,109650.0,49700.0,48215.0,54790.0,46825.0,51755.0,316500.0,536200.0,334000.0,373200.0,451400.0
2017-08-01,125.39,245.18,135.61,250.21,252.09,477.2,433.33,118.93,199.59,104833.33,104466.67,120816.67,95116.67,109941.67,49818.33,48297.5,54940.0,46952.5,51877.5,318600.0,585200.0,336133.33,382033.33,463200.0
2017-09-01,125.76,246.44,135.78,250.59,252.6,477.19,434.06,118.95,204.5,105066.67,104733.33,121233.33,95243.33,110233.33,49936.67,48380.0,55090.0,47080.0,52000.0,320700.0,634200.0,338266.67,390866.67,475000.0
2017-10-01,125.96,246.63,136.11,250.82,253.29,477.67,436.25,118.85,203.28,105300.0,105000.0,121650.0,95370.0,110525.0,50055.0,48462.5,55240.0,47207.5,52122.5,322800.0,683200.0,340400.0,399700.0,486800.0
2017-11-01,125.02,247.28,136.45,251.0,253.8,477.79,436.35,118.62,205.7,105533.33,105266.67,122066.67,95496.67,110816.67,50173.33,48545.0,55390.0,47335.0,52245.0,323966.67,627000.0,336900.0,391333.33,476800.0
2017-12-01,124.23,247.8,136.53,251.49,254.58,478.89,435.83,118.67,206.33,105766.67,105533.33,122483.33,95623.33,111108.33,50291.67,48627.5,55540.0,47462.5,52367.5,325133.33,570800.0,333400.0,382966.67,466800.0
2018-01-01,124.86,248.86,136.59,252.12,255.12,480.8,437.69,118.77,208.96,106000.0,105800.0,122900.0,95750.0,111400.0,50410.0,48710.0,55690.0,47590.0,52490.0,326300.0,514600.0,329900.0,374600.0,456800.0
2018-02-01,125.84,249.53,136.31,252.04,255.83,481.6,438.31,118.92,210.47,106891.67,106541.67,123775.0,96779.17,112200.0,50720.0,49015.83,56013.33,47901.67,52790.83,323066.67,535266.67,329000.0,375866.67,465766.67
2018-03-01,126.49,249.58,136.19,252.15,256.51,483.08,439.27,119.01,208.65,107783.33,107283.33,124650.0,97808.33,113000.0,51030.0,49321.67,56336.67,48213.33,53091.67,319833.33,555933.33,328100.0,377133.33,474733.33
2018-04-01,127.33,250.23,136.2,252.66,257.23,483.58,442.55,118.77,209.54,108675.0,108025.0,125525.0,98837.5,113800.0,51340.0,49627.5,56660.0,48525.0,53392.5,316600.0,576600.0,327200.0,378400.0,483700.0
2018-05-01,127.46,250.79,136.58,252.63,257.89,484.54,442.71,118.7,210.58,109566.67,108766.67,126400.0,99866.67,114600.0,51650.0,49933.33,56983.33,48836.67,53693.33,324233.33,609400.0,334066.67,383233.33,476866.67
2018-06-01,126.38,251.02,136.84,252.97,258.0,486.21,442.85,119.04,210.83,110458.33,109508.33,127275.0,100895.83,115400.0,51960.0,50239.17,57306.67,49148.33,53994.17,331866.67,642200.0,340933.33,388066.67,470033.33
2018-07-01,125.68,251.21,137.07,253.36,258.59,485.25,443.17,119.27,210.47,111350.0,110250.0,128150.0,101925.0,116200.0,52270.0,50545.0,57630.0,49460.0,54295.0,339500.0,675000.0,347800.0,392900.0,463200.0
2018-08-01,123.45,251.66,137.26,253.68,259.39,484.27,442.93,119.01,211.84,112241.67,110991.67,129025.0,102954.17,117000.0,52580.0,50850.83,57953.33,49771.67,54595.83,338100.0,671533.33,343233.33,389933.33,468300.0
2018-09-01,125.14,252.18,137.48,254.1,259.58,485.04,443.41,119.24,212.73,113133.33,111733.33,129900.0,103983.33,117800.0,52890.0,51156.67,58276.67,50083.33,54896.67,336700.0,668066.67,338666.67,386966.67,473400.0
2018-10-01,126.02,252.77,137.39,254.01,260.39,485.65,444.33,118.99,213.82,114025.0,112475.0,130775.0,105012.5,118600.0,53200.0,51462.5,58600.0,50395.0,55197.5,335300.0,664600.0,334100.0,384000.0,478500.0
2018-11-01,125.1,252.59,136.71,254.73,261.05,487.62,445.48,119.35,211.02,114916.67,113216.67,131650.0,106041.67,119400.0,53510.0,51768.33,58923.33,50706.67,55498.33,328833.33,641633.33,332833.33,381166.67,471566.67
2018-12-01,124.36,252.77,136.82,255.68,262.12,488.82,445.06,120.01,208.6,115808.33,113958.33,132525.0,107070.83,120200.0,53820.0,52074.17,59246.67,51018.33,55799.17,322366.67,618666.67,331566.67,378333.33,464633.33
2019-01-01,124.47,252.56,137.02,256.3,262.46,489.97,446.26,120.36,205.72,116700.0,114700.0,133400.0,108100.0,121000.0,54130.0,52380.0,59570.0,51330.0,56100.0,315900.0,595700.0,330300.0,375500.0,457700.0
2019-02-01,124.53,253.32,137.15,257.0,263.14,490.16,447.8,120.12,207.5,116583.33,114850.0,133091.67,107933.33,120850.0,54122.5,52456.67,59497.5,51328.33,56049.17,314133.33,599866.67,331700.0,375900.0,459933.33
2019-03-01,123.67,254.28,137.23,257.37,263.95,491.41,447.92,120.46,210.1,116466.67,115000.0,132783.33,107766.67,120700.0,54115.0,52533.33,59425.0,51326.67,55998.33,312366.67,604033.33,333100.0,376300.0,462166.67
2019-04-01,123.9,255.23,137.43,257.02,264.65,492.97,447.99,120.64,213.04,116350.0,115150.0,132475.0,107600.0,120550.0,54107.5,52610.0,59352.5,51325.0,55947.5,310600.0,608200.0,334500.0,376700.0,464400.0
2019-05-01,123.76,255.3,137.5,257.52,265.13,494.86,449.55,120.16,211.76,116233.33,115300.0,132166.67,107433.33,120400.0,54100.0,52686.67,59280.0,51323.33,55896.67,316000.0,635000.0,333833.33,378700.0,466800.0
2019-06-01,124.75,255.21,137.63,257.66,265.87,495.74,449.12,120.1,209.25,116116.67,115450.0,131858.33,107266.67,120250.0,54092.5,52763.33,59207.5,51321.67,55845.83,321400.0,661800.0,333166.67,380700.0,469200.0
2019-07-01,124.73,255.8,137.88,257.84,266.53,497.71,451.25,120.13,209.93,116000.0,115600.0,131550.0,107100.0,120100.0,54085.0,52840.0,59135.0,51320.0,55795.0,326800.0,688600.0,332500.0,382700.0,471600.0
2019-08-01,124.53,256.04,138.07,258.05,266.83,500.66,453.03,120.45,209.27,115883.33,115750.0,131241.67,106933.33,119950.0,54077.5,52916.67,59062.5,51318.33,55744.17,329633.33,634700.0,335233.33,383333.33,473633.33
2019-09-01,124.8,256.43,138.03,258.58,267.57,501.71,453.47,120.38,209.08,115766.67,115900.0,130933.33,106766.67,119800.0,54070.0,52993.33,58990.0,51316.67,55693.33,332466.67,580800.0,337966.67,383966.67,475666.67
2019-10-01,123.49,257.15,138.16,259.09,267.93,506.43,455.51,121.13,210.25,115650.0,116050.0,130625.0,106600.0,119650.0,54062.5,53070.0,58917.5,51315.0,55642.5,335300.0,526900.0,340700.0,384600.0,477700.0
2019-11-01,123.55,257.88,138.67,259.62,268.44,508.32,456.92,121.6,211.29,115533.33,116200.0,130316.67,106433.33,119500.0,54055.0,53146.67,58845.0,51313.33,55591.67,335866.67,566333.33,335566.67,384066.67,475566.67
2019-12-01,122.86,258.63,138.72,260.05,268.86,510.88,456.84,121.86,213.35,115416.67,116350.0,130008.33,106266.67,119350.0,54047.5,53223.33,58772.5,51311.67,55540.83,336433.33,605766.67,330433.33,383533.33,473433.33
2020-01-01,122.48,259.13,139.12,260.86,269.69,511.85,458.79,121.99,213.14,115300.0,116500.0,129700.0,106100.0,119200.0,54040.0,53300.0,58700.0,51310.0,55490.0,337000.0,645200.0,325300.0,383000.0,471300.0
2020-02-01,122.95,259.25,139.23,261.57,270.36,512.97,459.6,121.8,211.4,115841.67,116800.0,130533.33,106391.67,120233.33,54298.33,53450.83,59063.33,51473.33,55929.17,334400.0,637000.0,324933.33,379033.33,465466.67
2020-03-01,121.56,258.08,139.35,262.24,270.32,514.74,460.9,121.89,204.71,116383.33,117100.0,131366.67,106683.33,121266.67,54556.67,53601.67,59426.67,51636.67,56368.33,331800.0,628800.0,324566.67,375066.67,459633.33
2020-04-01,117.06,256.03,139.62,265.78,270.37,516.77,460.2,121.67,192.38,116925.0,117400.0,132200.0,106975.0,122300.0,54815.0,53752.5,59790.0,51800.0,56807.5,329200.0,620600.0,324200.0,371100.0,453800.0
2020-05-01,114.24,255.8,139.63,267.46,270.79,519.15,460.44,122.64,188.73,117466.67,117700.0,133033.33,107266.67,123333.33,55073.33,53903.33,60153.33,51963.33,57246.67,336533.33,650966.67,332066.67,380933.33,465333.33
2020-06-01,115.66,257.04,139.52,268.85,271.26,520.87,461.81,122.08,192.55,118008.33,118000.0,133866.67,107558.33,124366.67,55331.67,54054.17,60516.67,52126.67,57685.83,343866.67,681333.33,339933.33,390766.67,476866.67
2020-07-01,116.58,258.35,141.05,267.82,271.94,522.67,463.38,121.37,197.29,118550.0,118300.0,134700.0,107850.0,125400.0,55590.0,54205.0,60880.0,52290.0,58125.0,351200.0,711700.0,347800.0,400600.0,488400.0
2020-08-01,116.91,259.32,141.23,268.27,272.54,522.92,462.9,122.12,199.97,119091.67,118600.0,135533.33,108141.67,126433.33,55848.33,54355.83,61243.33,52453.33,58564.17,345833.33,691166.67,348700.0,399366.67,490966.67
2020-09-01,117.16,260.0,140.96,268.35,272.9,522.95,463.93,122.28,202.57,119633.33,118900.0,136366.67,108433.33,127466.67,56106.67,54506.67,61606.67,52616.67,59003.33,340466.67,670633.33,349600.0,398133.33,493533.33
2020-10-01,117.16,260.32,141.13,269.01,273.15,520.94,464.05,122.76,203.23,120175.0,119200.0,137200.0,108725.0,128500.0,56365.0,54657.5,61970.0,52780.0,59442.5,335100.0,650100.0,350500.0,396900.0,496100.0
2020-11-01,117.41,260.91,141.32,269.07,273.81,520.57,464.72,123.32,204.36,120716.67,119500.0,138033.33,109016.67,129533.33,56623.33,54808.33,62333.33,52943.33,59881.67,339700.0,658233.33,354066.67,403733.33,510500.0
2020-12-01,117.97,262.04,141.45,270.09,274.3,519.87,468.05,123.0,208.2,121258.33,119800.0,138866.67,109308.33,130566.67,56881.67,54959.17,62696.67,53106.67,60320.83,344300.0,666366.67,357633.33,410566.67,524900.0
2021-01-01,119.23,262.64,141.54,270.52,274.44,521.77,468.52,122.17,210.24,121800.0,120100.0,139700.0,109600.0,131600.0,57140.0,55110.0,63060.0,53270.0,60760.0,348900.0,674500.0,361200.0,417400.0,539300.0
2021-02-01,118.4,263.57,141.66,270.8,275.14,523.46,469.37,122.76,212.75,122191.67,120650.0,139841.67,110050.0,131908.33,57330.83,55333.33,63075.0,53530.83,60944.17,353866.67,685166.67,364900.0,421133.33,539033.33
2021-03-01,118.48,264.85,141.44,271.08,276.03,523.94,472.04,123.19,216.73,122583.33,121200.0,139983.33,110500.0,132216.67,57521.67,55556.67,63090.0,53791.67,61128.33,358833.33,695833.33,368600.0,424866.67,538766.67
