observation_date,Consumer Price Index Appliances,Consumer Price Index All Urban Consumers,Consumer Price Index Education,Consumer Price Index Fabric,Consumer Price Index Housing,Consumer Price Index Medical,Consumer Price Index Other Goods and Services,Consumer Price Index Recreation,Consumer Price Index Transportation,Mean Family Income US,Mean Family Income Midwest,Mean Family Income Northeast,Mean Family Income South,Mean Family Income West,Mean Personal Income US,Mean Personal Income Midwest,Mean Personal Income Northeast,Mean Personal Income South,Mean Personal Income West,Average Sale Price Midwest,Average Sale Price Northeast,Average Sale Price South,Average Sale Price US,Average Sale Price West
2001-12-01,124.9,177.4,106.7,175.2,177.9,278.2,286.8,105.6,149.2,66960.83,67163.33,74569.17,62175.0,68244.17,32210.0,31442.5,34508.33,30761.67,33305.83,211433.33,301966.67,189800.0,223133.33,268733.33
2002-01-01,124.4,177.7,107.0,175.8,178.3,279.8,287.5,105.7,149.3,66970.0,67260.0,74460.0,62180.0,68280.0,32220.0,31460.0,34470.0,30780.0,33340.0,214500.0,305600.0,192400.0,227600.0,274500.0
2002-02-01,124.6,178.0,107.2,176.2,178.7,280.4,290.1,105.9,148.7,67102.5,67405.0,74634.17,62233.33,68509.17,32283.33,31516.67,34535.0,30825.83,33436.67,209233.33,300033.33,194666.67,227600.0,274700.0
2002-03-01,125.3,178.5,106.8,176.6,179.0,281.4,288.2,106.0,150.5,67235.0,67550.0,74808.33,62286.67,68738.33,32346.67,31573.33,34600.0,30871.67,33533.33,203966.67,294466.67,196933.33,227600.0,274900.0
2002-04-01,125.1,179.3,106.6,176.9,179.5,282.7,292.5,106.3,152.5,67367.5,67695.0,74982.5,62340.0,68967.5,32410.0,31630.0,34665.0,30917.5,33630.0,198700.0,288900.0,199200.0,227600.0,275100.0
2002-05-01,124.6,179.5,107.2,176.4,179.8,283.9,291.3,106.2,152.8,67500.0,67840.0,75156.67,62393.33,69196.67,32473.33,31686.67,34730.0,30963.33,33726.67,199533.33,291633.33,194666.67,224766.67,274100.0
2002-06-01,123.9,179.6,107.5,176.5,180.0,284.6,294.4,106.1,152.8,67632.5,67985.0,75330.83,62446.67,69425.83,32536.67,31743.33,34795.0,31009.17,33823.33,200366.67,294366.67,190133.33,221933.33,273100.0
2002-07-01,123.5,180.0,108.2,176.7,180.2,286.4,294.5,106.1,153.3,67765.0,68130.0,75505.0,62500.0,69655.0,32600.0,31800.0,34860.0,31055.0,33920.0,201200.0,297100.0,185600.0,219100.0,272100.0
2002-08-01,124.3,180.5,108.9,176.7,180.7,287.2,296.1,106.3,154.0,67897.5,68275.0,75679.17,62553.33,69884.17,32663.33,31856.67,34925.0,31100.83,34016.67,204300.0,304800.0,191366.67,223566.67,274733.33
2002-09-01,123.4,180.8,108.7,177.0,181.1,288.1,297.2,106.3,154.2,68030.0,68420.0,75853.33,62606.67,70113.33,32726.67,31913.33,34990.0,31146.67,34113.33,207400.0,312500.0,197133.33,228033.33,277366.67
2002-10-01,123.0,181.2,108.8,177.0,181.5,289.8,295.4,106.5,155.5,68162.5,68565.0,76027.5,62660.0,70342.5,32790.0,31970.0,35055.0,31192.5,34210.0,210500.0,320200.0,202900.0,232500.0,280000.0
2002-11-01,123.1,181.5,108.8,177.5,182.0,291.2,295.7,106.5,155.4,68295.0,68710.0,76201.67,62713.33,70571.67,32853.33,32026.67,35120.0,31238.33,34306.67,211566.67,308266.67,202866.67,232700.0,281166.67
2002-12-01,122.7,181.8,109.0,177.7,182.3,292.1,296.0,106.8,155.3,68427.5,68855.0,76375.83,62766.67,70800.83,32916.67,32083.33,35185.0,31284.17,34403.33,212633.33,296333.33,202833.33,232900.0,282333.33
2003-01-01,122.1,182.6,109.5,177.7,182.9,292.7,296.7,106.9,158.0,68560.0,69000.0,76550.0,62820.0,71030.0,32980.0,32140.0,35250.0,31330.0,34500.0,213700.0,284400.0,202800.0,233100.0,283500.0
2003-02-01,121.8,183.6,109.7,178.7,183.4,293.0,297.4,107.1,160.8,68712.5,69010.83,76773.33,63051.67,71142.5,33053.33,32176.67,35357.5,31409.17,34574.17,211300.0,294666.67,203733.33,235733.33,286933.33
2003-03-01,120.7,183.9,109.6,179.0,184.2,293.4,297.1,107.2,160.8,68865.0,69021.67,76996.67,63283.33,71255.0,33126.67,32213.33,35465.0,31488.33,34648.33,208900.0,304933.33,204666.67,238366.67,290366.67
2003-04-01,120.3,183.2,109.4,179.1,184.0,294.0,297.7,107.1,157.7,69017.5,69032.5,77220.0,63515.0,71367.5,33200.0,32250.0,35572.5,31567.5,34722.5,206500.0,315200.0,205600.0,241000.0,293800.0
2003-05-01,120.0,182.9,109.3,179.4,184.6,295.2,297.8,107.4,154.4,69170.0,69043.33,77443.33,63746.67,71480.0,33273.33,32286.67,35680.0,31646.67,34796.67,210500.0,314600.0,205133.33,243366.67,304133.33
2003-06-01,120.6,183.1,109.1,180.3,184.6,296.1,298.0,107.5,154.6,69322.5,69054.17,77666.67,63978.33,71592.5,33346.67,32323.33,35787.5,31725.83,34870.83,214500.0,314000.0,204666.67,245733.33,314466.67
2003-07-01,121.1,183.7,109.6,180.4,184.9,297.4,299.1,107.7,155.7,69475.0,69065.0,77890.0,64210.0,71705.0,33420.0,32360.0,35895.0,31805.0,34945.0,218500.0,313400.0,204200.0,248100.0,324800.0
2003-08-01,120.8,184.5,110.0,181.1,185.2,298.3,299.8,107.7,158.2,69627.5,69075.83,78113.33,64441.67,71817.5,33493.33,32396.67,36002.5,31884.17,35019.17,219833.33,325900.0,206433.33,250733.33,324966.67
2003-09-01,120.9,185.1,110.1,181.5,185.5,299.8,300.2,107.8,159.9,69780.0,69086.67,78336.67,64673.33,71930.0,33566.67,32433.33,36110.0,31963.33,35093.33,221166.67,338400.0,208666.67,253366.67,325133.33
2003-10-01,121.1,184.9,110.2,182.2,185.9,300.4,300.3,107.7,157.5,69932.5,69097.5,78560.0,64905.0,72042.5,33640.0,32470.0,36217.5,32042.5,35167.5,222500.0,350900.0,210900.0,256000.0,325300.0
2003-11-01,120.8,185.0,110.3,183.1,186.0,301.4,300.2,107.9,156.9,70085.0,69108.33,78783.33,65136.67,72155.0,33713.33,32506.67,36325.0,32121.67,35241.67,227800.0,355233.33,214533.33,258300.0,322700.0
2003-12-01,120.2,185.5,110.7,184.0,186.4,303.0,300.6,108.0,157.4,70237.5,69119.17,79006.67,65368.33,72267.5,33786.67,32543.33,36432.5,32200.83,35315.83,233100.0,359566.67,218166.67,260600.0,320100.0
2004-01-01,120.1,186.3,110.9,183.9,186.9,303.8,301.7,108.0,159.8,70390.0,69130.0,79230.0,65600.0,72380.0,33860.0,32580.0,36540.0,32280.0,35390.0,238400.0,363900.0,221800.0,262900.0,317500.0
2004-02-01,120.1,186.7,111.2,184.3,187.1,305.2,302.0,108.4,160.7,70632.5,69368.33,79468.33,65788.33,72715.83,33996.67,32688.33,36718.33,32402.5,35543.33,238866.67,353733.33,219500.0,263700.0,324300.0
2004-03-01,120.4,187.1,111.3,184.7,187.7,306.5,302.7,108.6,160.8,70875.0,69606.67,79706.67,65976.67,73051.67,34133.33,32796.67,36896.67,32525.0,35696.67,239333.33,343566.67,217200.0,264500.0,331100.0
2004-04-01,120.6,187.4,111.3,185.1,188.3,307.8,303.2,108.7,159.8,71117.5,69845.0,79945.0,66165.0,73387.5,34270.0,32905.0,37075.0,32647.5,35850.0,239800.0,333400.0,214900.0,265300.0,337900.0
2004-05-01,120.9,188.2,111.2,186.5,188.9,308.6,303.4,108.6,161.6,71360.0,70083.33,80183.33,66353.33,73723.33,34406.67,33013.33,37253.33,32770.0,36003.33,239166.67,350300.0,219866.67,268200.0,340433.33
2004-06-01,121.2,188.9,111.5,186.9,189.5,309.8,303.8,108.9,162.8,71602.5,70321.67,80421.67,66541.67,74059.17,34543.33,33121.67,37431.67,32892.5,36156.67,238533.33,367200.0,224833.33,271100.0,342966.67
2004-07-01,121.0,189.1,111.6,187.3,189.9,310.8,305.1,108.7,162.3,71845.0,70560.0,80660.0,66730.0,74395.0,34680.0,33230.0,37610.0,33015.0,36310.0,237900.0,384100.0,229800.0,274000.0,345500.0
2004-08-01,120.3,189.2,111.6,187.5,190.3,311.8,305.9,108.6,162.1,72087.5,70798.33,80898.33,66918.33,74730.83,34816.67,33338.33,37788.33,33137.5,36463.33,238400.0,390866.67,233033.33,278100.0,351166.67
2004-09-01,120.0,189.8,112.0,187.4,190.8,312.9,306.5,108.7,163.4,72330.0,71036.67,81136.67,67106.67,75066.67,34953.33,33446.67,37966.67,33260.0,36616.67,238900.0,397633.33,236266.67,282200.0,356833.33
2004-10-01,120.3,190.8,111.8,188.3,191.2,314.0,306.9,108.8,166.7,72572.5,71275.0,81375.0,67295.0,75402.5,35090.0,33555.0,38145.0,33382.5,36770.0,239400.0,404400.0,239500.0,286300.0,362500.0
2004-11-01,120.6,191.7,112.1,188.9,191.8,314.7,307.4,108.8,169.1,72815.0,71513.33,81613.33,67483.33,75738.33,35226.67,33663.33,38323.33,33505.0,36923.33,239733.33,401800.0,240500.0,287033.33,366400.0
2004-12-01,119.8,191.7,112.3,188.9,192.1,315.8,308.2,108.8,168.5,73057.5,71751.67,81851.67,67671.67,76074.17,35363.33,33771.67,38501.67,33627.5,37076.67,240066.67,399200.0,241500.0,287766.67,370300.0
2005-01-01,120.3,191.6,112.5,189.1,192.3,316.9,309.6,109.1,166.5,73300.0,71990.0,82090.0,67860.0,76410.0,35500.0,33880.0,38680.0,33750.0,37230.0,240400.0,396600.0,242500.0,288500.0,374200.0
2005-02-01,120.0,192.4,112.8,189.2,193.0,318.4,310.5,109.0,168.4,73635.0,72245.0,82550.83,68166.67,76782.5,35668.33,34030.83,38855.83,33920.0,37409.17,240166.67,388733.33,240533.33,288266.67,378200.0
2005-03-01,120.5,193.1,113.0,189.6,193.9,319.7,310.9,108.9,169.2,73970.0,72500.0,83011.67,68473.33,77155.0,35836.67,34181.67,39031.67,34090.0,37588.33,239933.33,380866.67,238566.67,288033.33,382200.0
2005-04-01,119.9,193.7,113.4,190.8,194.3,320.7,311.2,109.0,170.3,74305.0,72755.0,83472.5,68780.0,77527.5,36005.0,34332.5,39207.5,34260.0,37767.5,239700.0,373000.0,236600.0,287800.0,386200.0
2005-05-01,119.9,193.6,113.4,191.0,194.6,321.8,312.1,109.3,168.7,74640.0,73010.0,83933.33,69086.67,77900.0,36173.33,34483.33,39383.33,34430.0,37946.67,239600.0,380833.33,238266.67,290066.67,389533.33
2005-06-01,119.4,193.7,113.5,191.0,194.6,322.8,312.2,109.0,169.1,74975.0,73265.0,84394.17,69393.33,78272.5,36341.67,34634.17,39559.17,34600.0,38125.83,239500.0,388666.67,239933.33,292333.33,392866.67
2005-07-01,119.0,194.9,113.7,191.4,195.4,324.1,314.0,109.1,172.8,75310.0,73520.0,84855.0,69700.0,78645.0,36510.0,34785.0,39735.0,34770.0,38305.0,239400.0,396500.0,241600.0,294600.0,396200.0
2005-08-01,119.5,196.1,113.5,191.5,195.9,324.2,314.9,109.3,177.3,75645.0,73775.0,85315.83,70006.67,79017.5,36678.33,34935.83,39910.83,34940.0,38484.17,246866.67,406433.33,241166.67,294466.67,393433.33
2005-09-01,119.1,198.8,114.4,191.9,196.8,325.3,315.2,109.7,187.7,75980.0,74030.0,85776.67,70313.33,79390.0,36846.67,35086.67,40086.67,35110.0,38663.33,254333.33,416366.67,240733.33,294333.33,390666.67
2005-10-01,119.0,199.1,114.3,192.4,198.7,326.9,315.4,110.0,184.5,76315.0,74285.0,86237.5,70620.0,79762.5,37015.0,35237.5,40262.5,35280.0,38842.5,261800.0,426300.0,240300.0,294200.0,387900.0
2005-11-01,119.2,198.1,114.8,193.0,199.5,328.7,316.5,109.9,176.8,76650.0,74540.0,86698.33,70926.67,80135.0,37183.33,35388.33,40438.33,35450.0,39021.67,260933.33,420300.0,246366.67,297900.0,391666.67
2005-12-01,118.6,198.1,115.0,193.3,199.6,329.2,317.6,110.0,176.0,76985.0,74795.0,87159.17,71233.33,80507.5,37351.67,35539.17,40614.17,35620.0,39200.83,260066.67,414300.0,252433.33,301600.0,395433.33
2006-01-01,118.9,199.3,115.5,194.1,200.5,329.6,318.4,110.1,179.0,77320.0,75050.0,87620.0,71540.0,80880.0,37520.0,35690.0,40790.0,35790.0,39380.0,259200.0,408300.0,258500.0,305300.0,399200.0
2006-02-01,117.8,199.4,115.6,194.2,200.8,331.2,318.9,110.2,178.5,77447.5,75252.5,87513.33,71700.83,81076.67,37574.17,35788.33,40746.67,35850.83,39462.5,253566.67,415933.33,255900.0,304400.0,403866.67
2006-03-01,119.1,199.7,115.8,194.4,201.2,332.6,319.7,110.5,178.1,77575.0,75455.0,87406.67,71861.67,81273.33,37628.33,35886.67,40703.33,35911.67,39545.0,247933.33,423566.67,253300.0,303500.0,408533.33
2006-04-01,119.6,200.7,116.2,194.3,201.6,333.8,319.6,110.9,181.8,77702.5,75657.5,87300.0,72022.5,81470.0,37682.5,35985.0,40660.0,35972.5,39627.5,242300.0,431200.0,250700.0,302600.0,413200.0
2006-05-01,119.9,201.3,116.3,194.7,202.3,335.0,319.9,111.0,182.7,77830.0,75860.0,87193.33,72183.33,81666.67,37736.67,36083.33,40616.67,36033.33,39710.0,247266.67,438833.33,252533.33,304433.33,411900.0
2006-06-01,120.1,201.8,116.7,195.3,202.8,336.0,321.3,111.1,183.0,77957.5,76062.5,87086.67,72344.17,81863.33,37790.83,36181.67,40573.33,36094.17,39792.5,252233.33,446466.67,254366.67,306266.67,410600.0
2006-07-01,119.0,202.9,117.1,195.7,203.4,336.9,321.4,111.3,186.9,78085.0,76265.0,86980.0,72505.0,82060.0,37845.0,36280.0,40530.0,36155.0,39875.0,257200.0,454100.0,256200.0,308100.0,409300.0
2006-08-01,119.8,203.8,117.3,196.2,204.1,338.1,322.2,111.2,188.4,78212.5,76467.5,86873.33,72665.83,82256.67,37899.17,36378.33,40486.67,36215.83,39957.5,259666.67,441400.0,254500.0,305266.67,411400.0
2006-09-01,120.2,202.8,117.5,196.8,204.7,339.1,323.6,111.1,181.5,78340.0,76670.0,86766.67,72826.67,82453.33,37953.33,36476.67,40443.33,36276.67,40040.0,262133.33,428700.0,252800.0,302433.33,413500.0
2006-10-01,119.8,201.9,117.7,197.4,204.8,340.0,324.3,111.2,175.9,78467.5,76872.5,86660.0,72987.5,82650.0,38007.5,36575.0,40400.0,36337.5,40122.5,264600.0,416000.0,251100.0,299600.0,415600.0
2006-11-01,119.4,202.0,117.6,197.4,205.5,340.8,324.6,111.3,174.9,78595.0,77075.0,86553.33,73148.33,82846.67,38061.67,36673.33,40356.67,36398.33,40205.0,260400.0,446866.67,257800.0,307100.0,416600.0
2006-12-01,119.8,203.1,117.7,197.5,206.2,341.2,326.9,111.1,178.3,78722.5,77277.5,86446.67,73309.17,83043.33,38115.83,36771.67,40313.33,36459.17,40287.5,256200.0,477733.33,264500.0,314600.0,417600.0
2007-01-01,119.86,203.44,117.63,198.81,206.79,343.58,329.32,111.21,177.09,78850.0,77480.0,86340.0,73470.0,83240.0,38170.0,36870.0,40270.0,36520.0,40370.0,252000.0,508600.0,271200.0,322100.0,418600.0
2007-02-01,120.24,204.23,117.97,200.13,207.54,345.35,330.36,111.21,177.73,78915.0,77392.5,86538.33,73484.17,83436.67,38187.5,36821.67,40342.5,36522.5,40425.83,255200.0,474033.33,268800.0,318100.0,417066.67
2007-03-01,119.8,205.29,118.47,200.85,208.12,345.9,330.75,111.16,181.04,78980.0,77305.0,86736.67,73498.33,83633.33,38205.0,36773.33,40415.0,36525.0,40481.67,258400.0,439466.67,266400.0,314100.0,415533.33
2007-04-01,119.33,205.9,118.74,201.39,208.52,347.32,331.24,111.32,182.49,79045.0,77217.5,86935.0,73512.5,83830.0,38222.5,36725.0,40487.5,36527.5,40537.5,261600.0,404900.0,264000.0,310100.0,414000.0
2007-05-01,119.17,206.76,119.41,202.16,208.88,348.49,332.37,111.53,184.67,79110.0,77130.0,87133.33,73526.67,84026.67,38240.0,36676.67,40560.0,36530.0,40593.33,255966.67,411100.0,261500.0,307133.33,405566.67
2007-06-01,118.58,207.23,119.51,202.98,209.56,349.51,333.24,111.45,184.9,79175.0,77042.5,87331.67,73540.83,84223.33,38257.5,36628.33,40632.5,36532.5,40649.17,250333.33,417300.0,259000.0,304166.67,397133.33
2007-07-01,118.45,207.6,119.78,203.64,209.74,351.72,333.64,111.28,185.4,79240.0,76955.0,87530.0,73555.0,84420.0,38275.0,36580.0,40705.0,36535.0,40705.0,244700.0,423500.0,256500.0,301200.0,388700.0
2007-08-01,117.9,207.67,120.11,204.42,210.0,353.38,334.01,111.06,184.33,79305.0,76867.5,87728.33,73569.17,84616.67,38292.5,36531.67,40777.5,36537.5,40760.83,247033.33,424133.33,261433.33,302733.33,387100.0
2007-09-01,118.02,208.55,120.38,205.35,210.5,354.53,335.07,111.36,186.32,79370.0,76780.0,87926.67,73583.33,84813.33,38310.0,36483.33,40850.0,36540.0,40816.67,249366.67,424766.67,266366.67,304266.67,385500.0
2007-10-01,118.44,209.19,120.77,205.99,211.06,356.34,335.72,111.8,186.92,79435.0,76692.5,88125.0,73597.5,85010.0,38327.5,36435.0,40922.5,36542.5,40872.5,251700.0,425400.0,271300.0,305800.0,383900.0
2007-11-01,118.74,210.83,120.87,206.79,211.86,357.75,336.54,111.98,192.29,79500.0,76605.0,88323.33,73611.67,85206.67,38345.0,36386.67,40995.0,36545.0,40928.33,258733.33,438466.67,263700.0,300666.67,374100.0
2007-12-01,119.35,211.44,121.24,207.14,212.42,358.91,337.63,111.96,193.2,79565.0,76517.5,88521.67,73625.83,85403.33,38362.5,36338.33,41067.5,36547.5,40984.17,265766.67,451533.33,256100.0,295533.33,364300.0
2008-01-01,119.44,212.17,121.59,208.39,212.87,360.46,339.21,112.32,194.14,79630.0,76430.0,88720.0,73640.0,85600.0,38380.0,36290.0,41140.0,36550.0,41040.0,272800.0,464600.0,248500.0,290400.0,354500.0
2008-02-01,118.9,212.69,121.77,209.18,213.38,360.75,340.2,112.4,194.93,79539.17,76305.0,88918.33,73510.83,85378.33,38365.83,36270.0,41247.5,36509.17,40979.17,261566.67,480066.67,255033.33,295000.0,361466.67
2008-03-01,118.4,213.45,122.06,209.6,214.42,361.53,341.43,112.63,195.87,79448.33,76180.0,89116.67,73381.67,85156.67,38351.67,36250.0,41355.0,36468.33,40918.33,250333.33,495533.33,261566.67,299600.0,368433.33
2008-04-01,118.73,213.94,122.47,211.37,215.0,362.07,342.82,112.68,195.18,79357.5,76055.0,89315.0,73252.5,84935.0,38337.5,36230.0,41462.5,36427.5,40857.5,239100.0,511000.0,268100.0,304200.0,375400.0
2008-05-01,118.72,215.21,122.92,212.2,215.87,362.66,344.32,112.84,198.54,79266.67,75930.0,89513.33,73123.33,84713.33,38323.33,36210.0,41570.0,36386.67,40796.67,235433.33,502100.0,261800.0,297833.33,370366.67
2008-06-01,118.5,217.46,123.57,213.45,216.86,363.67,345.72,112.87,206.31,79175.83,75805.0,89711.67,72994.17,84491.67,38309.17,36190.0,41677.5,36345.83,40735.83,231766.67,493200.0,255500.0,291466.67,365333.33
2008-07-01,119.01,219.02,124.13,215.45,218.01,364.16,347.01,113.19,209.35,79085.0,75680.0,89910.0,72865.0,84270.0,38295.0,36170.0,41785.0,36305.0,40675.0,228100.0,484300.0,249200.0,285100.0,360300.0
2008-08-01,119.74,218.69,124.43,216.53,218.05,364.98,347.69,113.72,205.85,78994.17,75555.0,90108.33,72735.83,84048.33,38280.83,36150.0,41892.5,36264.17,40614.17,233333.33,454566.67,244300.0,282266.67,359666.67
2008-09-01,119.62,218.88,124.67,217.75,217.84,365.84,348.43,113.99,205.86,78903.33,75430.0,90306.67,72606.67,83826.67,38266.67,36130.0,42000.0,36223.33,40553.33,238566.67,424833.33,239400.0,279433.33,359033.33
2008-10-01,118.8,217.0,124.95,218.63,217.7,366.53,349.27,114.22,195.61,78812.5,75305.0,90505.0,72477.5,83605.0,38252.5,36110.0,42107.5,36182.5,40492.5,243800.0,395100.0,234500.0,276600.0,358400.0
2008-11-01,118.87,213.15,125.29,219.08,217.58,367.46,349.16,114.24,175.51,78721.67,75180.0,90703.33,72348.33,83383.33,38238.33,36090.0,42215.0,36141.67,40431.67,235733.33,386933.33,234500.0,270066.67,342600.0
2008-12-01,118.12,211.4,125.69,219.15,217.47,368.75,349.22,113.94,166.67,78630.83,75055.0,90901.67,72219.17,83161.67,38224.17,36070.0,42322.5,36100.83,40370.83,227666.67,378766.67,234500.0,263533.33,326800.0
2009-01-01,117.97,211.93,126.0,219.32,217.63,369.82,350.55,114.08,168.4,78540.0,74930.0,91100.0,72090.0,82940.0,38210.0,36050.0,42430.0,36060.0,40310.0,219600.0,370600.0,234500.0,257000.0,311000.0
2009-02-01,119.89,212.7,126.23,219.06,217.56,370.85,351.35,114.49,171.42,78510.0,75029.17,90873.33,72175.83,82760.83,38220.0,36085.0,42350.83,36140.0,40258.33,224400.0,372833.33,237500.0,262466.67,319633.33
2009-03-01,120.37,212.5,126.43,218.68,217.46,371.7,360.76,114.5,169.45,78480.0,75128.33,90646.67,72261.67,82581.67,38230.0,36120.0,42271.67,36220.0,40206.67,229200.0,375066.67,240500.0,267933.33,328266.67
2009-04-01,120.18,212.71,126.66,218.37,217.3,373.08,369.86,114.06,170.09,78450.0,75227.5,90420.0,72347.5,82402.5,38240.0,36155.0,42192.5,36300.0,40155.0,234000.0,377300.0,243500.0,273400.0,336900.0
2009-05-01,120.04,213.02,127.03,218.05,216.99,374.36,369.54,114.11,172.24,78420.0,75326.67,90193.33,72433.33,82223.33,38250.0,36190.0,42113.33,36380.0,40103.33,228566.67,397433.33,243600.0,273633.33,330533.33
2009-06-01,120.28,214.79,127.26,218.09,216.96,375.18,370.44,114.48,180.67,78390.0,75425.83,89966.67,72519.17,82044.17,38260.0,36225.0,42034.17,36460.0,40051.67,223133.33,417566.67,243700.0,273866.67,324166.67
2009-07-01,119.98,214.73,127.57,217.72,216.58,376.0,373.03,114.53,180.92,78360.0,75525.0,89740.0,72605.0,81865.0,38270.0,36260.0,41955.0,36540.0,40000.0,217700.0,437700.0,243800.0,274100.0,317800.0
2009-08-01,120.24,215.44,127.82,217.74,216.73,377.09,373.33,114.67,183.73,78330.0,75624.17,89513.33,72690.83,81685.83,38280.0,36295.0,41875.83,36620.0,39948.33,223566.67,447066.67,240166.67,273700.0,318133.33
2009-09-01,120.78,215.86,128.2,217.66,216.68,378.36,374.47,114.57,185.33,78300.0,75723.33,89286.67,72776.67,81506.67,38290.0,36330.0,41796.67,36700.0,39896.67,229433.33,456433.33,236533.33,273300.0,318466.67
2009-10-01,120.5,216.51,128.43,217.88,216.94,379.29,375.48,114.22,187.79,78270.0,75822.5,89060.0,72862.5,81327.5,38300.0,36365.0,41717.5,36780.0,39845.0,235300.0,465800.0,232900.0,272900.0,318800.0
2009-11-01,120.01,217.23,128.43,218.06,216.96,380.45,376.74,114.03,191.24,78240.0,75921.67,88833.33,72948.33,81148.33,38310.0,36400.0,41638.33,36860.0,39793.33,239533.33,454533.33,233766.67,273700.0,321466.67
2009-12-01,120.44,217.35,128.69,218.34,216.9,381.11,377.44,113.54,191.52,78210.0,76020.83,88606.67,73034.17,80969.17,38320.0,36435.0,41559.17,36940.0,39741.67,243766.67,443266.67,234633.33,274500.0,324133.33
2010-01-01,119.91,217.49,128.96,218.86,216.21,382.74,377.73,113.57,193.12,78180.0,76120.0,88380.0,73120.0,80790.0,38330.0,36470.0,41480.0,37020.0,39690.0,248000.0,432000.0,235500.0,275300.0,326800.0
2010-02-01,120.18,217.28,129.14,218.9,216.04,384.31,378.03,113.34,191.98,78415.83,76335.83,88575.83,73375.83,81046.67,38440.83,36590.0,41568.33,37140.0,39794.17,238833.33,432066.67,234900.0,273133.33,325266.67
2010-03-01,120.22,217.35,129.44,219.32,216.15,385.71,378.61,113.2,191.38,78651.67,76551.67,88771.67,73631.67,81303.33,38551.67,36710.0,41656.67,37260.0,39898.33,229666.67,432133.33,234300.0,270966.67,323733.33
2010-04-01,119.65,217.4,129.69,219.53,216.09,386.59,378.76,113.54,191.25,78887.5,76767.5,88967.5,73887.5,81560.0,38662.5,36830.0,41745.0,37380.0,40002.5,220500.0,432200.0,233700.0,268800.0,322200.0
2010-05-01,119.65,217.29,129.78,219.65,216.13,387.09,380.19,113.48,190.23,79123.33,76983.33,89163.33,74143.33,81816.67,38773.33,36950.0,41833.33,37500.0,40106.67,218466.67,423600.0,236866.67,267866.67,317033.33
2010-06-01,119.62,217.2,129.94,219.63,216.06,388.19,381.1,113.64,189.43,79359.17,77199.17,89359.17,74399.17,82073.33,38884.17,37070.0,41921.67,37620.0,40210.83,216433.33,415000.0,240033.33,266933.33,311866.67
2010-07-01,119.32,217.6,130.11,219.64,216.21,388.12,382.83,113.58,191.08,79595.0,77415.0,89555.0,74655.0,82330.0,38995.0,37190.0,42010.0,37740.0,40315.0,214400.0,406400.0,243200.0,266000.0,306700.0
2010-08-01,118.96,217.92,130.29,219.88,216.25,389.06,383.8,113.47,192.29,79830.83,77630.83,89750.83,74910.83,82586.67,39105.83,37310.0,42098.33,37860.0,40419.17,226633.33,409433.33,249166.67,270000.0,303100.0
2010-09-01,119.21,218.28,130.41,220.6,216.23,391.29,383.44,113.08,193.32,80066.67,77846.67,89946.67,75166.67,82843.33,39216.67,37430.0,42186.67,37980.0,40523.33,238866.67,412466.67,255133.33,274000.0,299500.0
2010-10-01,118.92,219.04,130.38,220.91,216.36,391.93,382.7,113.09,196.84,80302.5,78062.5,90142.5,75422.5,83100.0,39327.5,37550.0,42275.0,38100.0,40627.5,251100.0,415500.0,261100.0,278000.0,295900.0
2010-11-01,119.03,219.59,130.55,221.32,216.48,392.54,383.8,113.11,198.78,80538.33,78278.33,90338.33,75678.33,83356.67,39438.33,37670.0,42363.33,38220.0,40731.67,243866.67,413333.33,257933.33,274700.0,294533.33
2010-12-01,119.22,220.47,130.42,221.56,216.82,393.51,384.48,112.72,202.45,80774.17,78494.17,90534.17,75934.17,83613.33,39549.17,37790.0,42451.67,38340.0,40835.83,236633.33,411166.67,254766.67,271400.0,293166.67
2011-01-01,119.82,221.19,130.58,222.74,217.06,394.07,384.66,112.89,204.23,81010.0,78710.0,90730.0,76190.0,83870.0,39660.0,37910.0,42540.0,38460.0,40940.0,229400.0,409000.0,251600.0,268100.0,291800.0
2011-02-01,119.9,221.9,130.7,223.73,217.44,395.52,385.48,113.16,205.7,81162.5,79083.33,90890.0,76151.67,84121.67,39735.0,38054.17,42629.17,38464.17,41054.17,235433.33,388900.0,249133.33,267933.33,298200.0
2011-03-01,119.74,223.05,130.8,225.34,217.79,396.29,385.54,113.1,209.59,81315.0,79456.67,91050.0,76113.33,84373.33,39810.0,38198.33,42718.33,38468.33,41168.33,241466.67,368800.0,246666.67,267766.67,304600.0
2011-04-01,120.04,224.09,130.92,226.18,218.19,397.7,386.23,113.12,213.03,81467.5,79830.0,91210.0,76075.0,84625.0,39885.0,38342.5,42807.5,38472.5,41282.5,247500.0,348700.0,244200.0,267600.0,311000.0
2011-05-01,121.15,224.81,131.06,227.04,218.52,398.72,386.12,113.44,214.5,81620.0,80203.33,91370.0,76036.67,84876.67,39960.0,38486.67,42896.67,38476.67,41396.67,241800.0,364033.33,245300.0,266066.67,305566.67
2011-06-01,121.71,224.81,131.21,227.6,218.81,399.42,386.54,113.48,212.96,81772.5,80576.67,91530.0,75998.33,85128.33,40035.0,38630.83,42985.83,38480.83,41510.83,236100.0,379366.67,246400.0,264533.33,300133.33
2011-07-01,122.55,225.4,131.31,228.47,219.39,400.54,386.09,113.35,213.66,81925.0,80950.0,91690.0,75960.0,85380.0,40110.0,38775.0,43075.0,38485.0,41625.0,230400.0,394700.0,247500.0,263000.0,294700.0
